Filename	Rating
CF1.jpg	3
CF1.jpg	4
CF1.jpg	4
CF1.jpg	5
CF1.jpg	4
CF1.jpg	3
CF1.jpg	4
CF1.jpg	5
CF1.jpg	4
CF1.jpg	5
CF1.jpg	4
CF1.jpg	4
CF1.jpg	4
CF1.jpg	4
CF1.jpg	4
CF1.jpg	4
CF1.jpg	5
CF1.jpg	4
CF1.jpg	4
CF1.jpg	4
CF1.jpg	4
CF1.jpg	3
CF1.jpg	4
CF1.jpg	5
CF1.jpg	5
CF1.jpg	5
CF1.jpg	5
CF1.jpg	2
CF1.jpg	3
CF1.jpg	3
CF1.jpg	4
CF1.jpg	4
CF1.jpg	4
CF1.jpg	4
CF1.jpg	5
CF1.jpg	3
CF1.jpg	4
CF1.jpg	4
CF1.jpg	3
CF1.jpg	4
CF1.jpg	4
CF1.jpg	4
CF1.jpg	5
CF1.jpg	5
CF1.jpg	4
CF1.jpg	5
CF1.jpg	4
CF1.jpg	4
CF1.jpg	4
CF1.jpg	5
CF1.jpg	4
CF1.jpg	5
CF1.jpg	4
CF1.jpg	4
CF1.jpg	5
CF1.jpg	3
CF1.jpg	5
CF1.jpg	5
CF1.jpg	3
CF1.jpg	5
CF2.jpg	4
CF2.jpg	4
CF2.jpg	2
CF2.jpg	5
CF2.jpg	4
CF2.jpg	3
CF2.jpg	4
CF2.jpg	4
CF2.jpg	5
CF2.jpg	5
CF2.jpg	3
CF2.jpg	4
CF2.jpg	3
CF2.jpg	4
CF2.jpg	4
CF2.jpg	4
CF2.jpg	5
CF2.jpg	4
CF2.jpg	4
CF2.jpg	4
CF2.jpg	4
CF2.jpg	3
CF2.jpg	5
CF2.jpg	5
CF2.jpg	5
CF2.jpg	5
CF2.jpg	4
CF2.jpg	3
CF2.jpg	2
CF2.jpg	2
CF2.jpg	3
CF2.jpg	3
CF2.jpg	4
CF2.jpg	3
CF2.jpg	5
CF2.jpg	2
CF2.jpg	4
CF2.jpg	4
CF2.jpg	4
CF2.jpg	4
CF2.jpg	4
CF2.jpg	4
CF2.jpg	4
CF2.jpg	5
CF2.jpg	4
CF2.jpg	4
CF2.jpg	4
CF2.jpg	5
CF2.jpg	4
CF2.jpg	5
CF2.jpg	3
CF2.jpg	4
CF2.jpg	4
CF2.jpg	3
CF2.jpg	4
CF2.jpg	5
CF2.jpg	5
CF2.jpg	4
CF2.jpg	4
CF2.jpg	4
CF3.jpg	4
CF3.jpg	5
CF3.jpg	5
CF3.jpg	5
CF3.jpg	4
CF3.jpg	5
CF3.jpg	5
CF3.jpg	4
CF3.jpg	5
CF3.jpg	5
CF3.jpg	3
CF3.jpg	3
CF3.jpg	3
CF3.jpg	5
CF3.jpg	4
CF3.jpg	5
CF3.jpg	5
CF3.jpg	5
CF3.jpg	4
CF3.jpg	5
CF3.jpg	5
CF3.jpg	4
CF3.jpg	5
CF3.jpg	5
CF3.jpg	5
CF3.jpg	5
CF3.jpg	5
CF3.jpg	4
CF3.jpg	3
CF3.jpg	3
CF3.jpg	3
CF3.jpg	5
CF3.jpg	4
CF3.jpg	3
CF3.jpg	4
CF3.jpg	4
CF3.jpg	5
CF3.jpg	4
CF3.jpg	4
CF3.jpg	4
CF3.jpg	5
CF3.jpg	5
CF3.jpg	4
CF3.jpg	5
CF3.jpg	4
CF3.jpg	4
CF3.jpg	4
CF3.jpg	4
CF3.jpg	4
CF3.jpg	5
CF3.jpg	3
CF3.jpg	4
CF3.jpg	5
CF3.jpg	4
CF3.jpg	3
CF3.jpg	5
CF3.jpg	4
CF3.jpg	3
CF3.jpg	4
CF3.jpg	5
CF4.jpg	3
CF4.jpg	4
CF4.jpg	4
CF4.jpg	5
CF4.jpg	5
CF4.jpg	4
CF4.jpg	4
CF4.jpg	4
CF4.jpg	4
CF4.jpg	4
CF4.jpg	3
CF4.jpg	3
CF4.jpg	4
CF4.jpg	3
CF4.jpg	3
CF4.jpg	5
CF4.jpg	5
CF4.jpg	4
CF4.jpg	4
CF4.jpg	4
CF4.jpg	3
CF4.jpg	3
CF4.jpg	5
CF4.jpg	5
CF4.jpg	5
CF4.jpg	4
CF4.jpg	5
CF4.jpg	4
CF4.jpg	4
CF4.jpg	4
CF4.jpg	5
CF4.jpg	5
CF4.jpg	3
CF4.jpg	4
CF4.jpg	5
CF4.jpg	5
CF4.jpg	4
CF4.jpg	3
CF4.jpg	3
CF4.jpg	3
CF4.jpg	4
CF4.jpg	4
CF4.jpg	3
CF4.jpg	5
CF4.jpg	4
CF4.jpg	4
CF4.jpg	3
CF4.jpg	5
CF4.jpg	4
CF4.jpg	5
CF4.jpg	3
CF4.jpg	4
CF4.jpg	5
CF4.jpg	4
CF4.jpg	3
CF4.jpg	5
CF4.jpg	5
CF4.jpg	4
CF4.jpg	4
CF4.jpg	5
CF5.jpg	3
CF5.jpg	4
CF5.jpg	4
CF5.jpg	4
CF5.jpg	4
CF5.jpg	3
CF5.jpg	4
CF5.jpg	3
CF5.jpg	3
CF5.jpg	5
CF5.jpg	4
CF5.jpg	3
CF5.jpg	4
CF5.jpg	3
CF5.jpg	4
CF5.jpg	5
CF5.jpg	4
CF5.jpg	4
CF5.jpg	4
CF5.jpg	4
CF5.jpg	1
CF5.jpg	3
CF5.jpg	4
CF5.jpg	5
CF5.jpg	5
CF5.jpg	3
CF5.jpg	4
CF5.jpg	3
CF5.jpg	3
CF5.jpg	4
CF5.jpg	4
CF5.jpg	4
CF5.jpg	4
CF5.jpg	3
CF5.jpg	5
CF5.jpg	5
CF5.jpg	4
CF5.jpg	3
CF5.jpg	3
CF5.jpg	5
CF5.jpg	4
CF5.jpg	5
CF5.jpg	4
CF5.jpg	4
CF5.jpg	4
CF5.jpg	4
CF5.jpg	4
CF5.jpg	4
CF5.jpg	5
CF5.jpg	5
CF5.jpg	4
CF5.jpg	5
CF5.jpg	5
CF5.jpg	4
CF5.jpg	3
CF5.jpg	4
CF5.jpg	3
CF5.jpg	3
CF5.jpg	3
CF5.jpg	5
CF6.jpg	3
CF6.jpg	4
CF6.jpg	5
CF6.jpg	5
CF6.jpg	4
CF6.jpg	4
CF6.jpg	4
CF6.jpg	4
CF6.jpg	4
CF6.jpg	4
CF6.jpg	5
CF6.jpg	3
CF6.jpg	4
CF6.jpg	5
CF6.jpg	3
CF6.jpg	5
CF6.jpg	4
CF6.jpg	5
CF6.jpg	4
CF6.jpg	4
CF6.jpg	4
CF6.jpg	4
CF6.jpg	5
CF6.jpg	5
CF6.jpg	5
CF6.jpg	4
CF6.jpg	5
CF6.jpg	3
CF6.jpg	4
CF6.jpg	5
CF6.jpg	4
CF6.jpg	5
CF6.jpg	3
CF6.jpg	4
CF6.jpg	4
CF6.jpg	5
CF6.jpg	4
CF6.jpg	4
CF6.jpg	4
CF6.jpg	4
CF6.jpg	4
CF6.jpg	5
CF6.jpg	3
CF6.jpg	5
CF6.jpg	4
CF6.jpg	5
CF6.jpg	4
CF6.jpg	5
CF6.jpg	5
CF6.jpg	5
CF6.jpg	4
CF6.jpg	5
CF6.jpg	4
CF6.jpg	5
CF6.jpg	4
CF6.jpg	3
CF6.jpg	5
CF6.jpg	5
CF6.jpg	4
CF6.jpg	5
CF7.jpg	3
CF7.jpg	4
CF7.jpg	4
CF7.jpg	4
CF7.jpg	5
CF7.jpg	3
CF7.jpg	4
CF7.jpg	4
CF7.jpg	3
CF7.jpg	3
CF7.jpg	3
CF7.jpg	3
CF7.jpg	4
CF7.jpg	4
CF7.jpg	3
CF7.jpg	5
CF7.jpg	4
CF7.jpg	3
CF7.jpg	3
CF7.jpg	4
CF7.jpg	4
CF7.jpg	3
CF7.jpg	4
CF7.jpg	5
CF7.jpg	5
CF7.jpg	4
CF7.jpg	5
CF7.jpg	3
CF7.jpg	4
CF7.jpg	5
CF7.jpg	5
CF7.jpg	4
CF7.jpg	4
CF7.jpg	3
CF7.jpg	5
CF7.jpg	3
CF7.jpg	4
CF7.jpg	4
CF7.jpg	4
CF7.jpg	4
CF7.jpg	5
CF7.jpg	3
CF7.jpg	4
CF7.jpg	5
CF7.jpg	5
CF7.jpg	5
CF7.jpg	4
CF7.jpg	4
CF7.jpg	5
CF7.jpg	4
CF7.jpg	2
CF7.jpg	4
CF7.jpg	3
CF7.jpg	4
CF7.jpg	4
CF7.jpg	3
CF7.jpg	5
CF7.jpg	3
CF7.jpg	3
CF7.jpg	5
CF8.jpg	4
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	4
CF8.jpg	4
CF8.jpg	4
CF8.jpg	5
CF8.jpg	4
CF8.jpg	4
CF8.jpg	4
CF8.jpg	4
CF8.jpg	4
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	4
CF8.jpg	5
CF8.jpg	4
CF8.jpg	3
CF8.jpg	4
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	4
CF8.jpg	4
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	4
CF8.jpg	4
CF8.jpg	5
CF8.jpg	5
CF8.jpg	4
CF8.jpg	4
CF8.jpg	5
CF8.jpg	4
CF8.jpg	3
CF8.jpg	4
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	4
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	4
CF8.jpg	5
CF8.jpg	5
CF8.jpg	4
CF8.jpg	3
CF8.jpg	5
CF8.jpg	5
CF8.jpg	5
CF8.jpg	4
CF8.jpg	5
CF9.jpg	4
CF9.jpg	3
CF9.jpg	5
CF9.jpg	5
CF9.jpg	3
CF9.jpg	3
CF9.jpg	4
CF9.jpg	3
CF9.jpg	3
CF9.jpg	4
CF9.jpg	3
CF9.jpg	3
CF9.jpg	3
CF9.jpg	3
CF9.jpg	3
CF9.jpg	4
CF9.jpg	3
CF9.jpg	5
CF9.jpg	3
CF9.jpg	4
CF9.jpg	3
CF9.jpg	3
CF9.jpg	3
CF9.jpg	4
CF9.jpg	4
CF9.jpg	4
CF9.jpg	4
CF9.jpg	4
CF9.jpg	3
CF9.jpg	3
CF9.jpg	4
CF9.jpg	4
CF9.jpg	3
CF9.jpg	2
CF9.jpg	4
CF9.jpg	4
CF9.jpg	3
CF9.jpg	3
CF9.jpg	4
CF9.jpg	3
CF9.jpg	4
CF9.jpg	3
CF9.jpg	3
CF9.jpg	4
CF9.jpg	3
CF9.jpg	4
CF9.jpg	3
CF9.jpg	4
CF9.jpg	5
CF9.jpg	5
CF9.jpg	3
CF9.jpg	4
CF9.jpg	3
CF9.jpg	4
CF9.jpg	3
CF9.jpg	3
CF9.jpg	4
CF9.jpg	2
CF9.jpg	4
CF9.jpg	4
CF10.jpg	3
CF10.jpg	5
CF10.jpg	4
CF10.jpg	5
CF10.jpg	3
CF10.jpg	3
CF10.jpg	5
CF10.jpg	3
CF10.jpg	3
CF10.jpg	4
CF10.jpg	3
CF10.jpg	3
CF10.jpg	3
CF10.jpg	3
CF10.jpg	3
CF10.jpg	4
CF10.jpg	4
CF10.jpg	4
CF10.jpg	3
CF10.jpg	4
CF10.jpg	3
CF10.jpg	3
CF10.jpg	3
CF10.jpg	5
CF10.jpg	5
CF10.jpg	4
CF10.jpg	5
CF10.jpg	4
CF10.jpg	4
CF10.jpg	4
CF10.jpg	4
CF10.jpg	4
CF10.jpg	3
CF10.jpg	3
CF10.jpg	3
CF10.jpg	3
CF10.jpg	5
CF10.jpg	3
CF10.jpg	4
CF10.jpg	3
CF10.jpg	4
