60,154
60,177
61,199
64,221
72,241
87,258
108,270
130,280
153,284
177,279
199,267
220,254
235,235
241,213
243,189
244,166
243,142
74,135
85,127
99,123
115,122
129,127
168,121
182,112
198,108
215,110
228,119
149,143
150,157
150,172
151,186
134,200
142,202
151,204
161,202
170,199
93,149
104,142
116,141
127,150
116,152
104,153
174,145
184,134
197,131
208,138
199,143
187,145
114,225
129,224
143,222
152,224
161,222
176,223
194,222
177,234
163,238
153,240
143,238
129,234
119,226
143,229
152,230
162,228
188,224
162,230
152,231
143,230
