54,119
52,142
51,166
53,191
59,215
71,236
87,255
105,272
126,281
150,281
174,270
196,255
215,237
226,216
234,191
239,167
242,142
71,98
83,92
98,93
112,99
125,107
162,110
178,103
195,102
211,105
224,115
142,128
140,145
138,163
136,181
117,184
126,189
136,194
146,192
156,189
84,122
95,118
108,120
117,130
104,130
92,127
168,136
180,127
192,127
203,134
193,138
180,137
90,202
106,201
122,202
134,206
146,204
163,207
181,213
163,233
144,240
130,240
117,236
103,224
96,205
120,209
133,213
146,212
176,214
145,226
132,227
119,223
