67,150
70,174
75,198
83,220
94,238
112,251
133,260
154,266
175,267
193,261
205,248
215,233
221,215
225,197
229,178
231,159
229,141
96,122
110,115
125,113
141,114
157,117
191,119
202,114
213,112
224,111
233,117
175,134
177,147
179,161
182,173
165,188
173,188
180,189
185,187
190,186
115,139
126,133
138,132
148,139
138,142
126,142
193,138
202,131
213,130
220,135
214,140
203,140
144,217
158,209
171,204
179,206
186,203
194,207
201,214
194,222
187,227
179,228
170,228
158,226
150,217
171,213
179,213
186,212
196,214
186,213
179,214
171,214
