74,143
69,159
68,175
71,192
79,209
88,226
96,244
105,264
120,273
138,274
159,266
179,253
197,238
212,219
219,198
224,176
227,153
79,125
86,120
95,123
104,128
112,134
141,140
156,137
170,136
185,138
198,143
125,151
122,166
119,181
116,197
106,198
111,204
119,208
128,206
138,203
86,140
94,137
103,140
110,149
100,147
91,144
152,156
162,151
173,151
182,156
172,158
162,158
96,205
105,207
114,211
122,214
133,214
150,215
169,217
150,236
132,242
121,241
111,238
103,226
101,209
112,215
121,218
132,219
166,217
133,233
122,232
113,228
