68,139
70,160
74,181
79,202
85,222
96,240
112,255
131,267
151,269
170,265
188,253
204,239
215,222
220,202
224,181
228,160
230,139
83,132
95,126
109,127
123,132
137,138
164,136
177,129
190,124
205,124
217,131
150,151
150,164
150,177
151,189
137,199
144,201
150,202
157,200
163,198
99,154
109,149
121,150
130,157
119,160
108,160
169,156
179,149
190,148
200,152
192,158
180,159
122,225
134,219
144,215
150,216
157,214
166,218
177,223
168,231
158,236
151,237
144,237
134,234
128,225
143,224
150,224
157,223
171,224
157,224
150,225
144,225
