69,138
68,163
69,189
71,214
80,237
97,256
119,271
143,284
167,288
189,285
209,273
227,259
239,240
246,218
249,195
251,172
253,149
97,113
109,101
126,96
143,99
158,108
195,108
210,103
225,104
238,111
244,124
177,131
177,149
178,166
178,183
155,192
165,195
174,198
183,197
191,195
115,133
126,127
139,129
150,137
138,139
125,138
196,140
207,133
219,134
227,141
218,145
207,144
121,216
141,210
159,209
171,212
184,210
198,213
211,221
197,235
183,240
169,240
156,238
139,232
127,217
159,216
171,218
184,217
205,221
183,229
170,230
158,228
