53,141
57,166
63,191
70,215
81,237
98,256
117,271
139,285
162,286
182,281
198,264
212,245
223,224
230,202
234,178
236,154
236,130
74,117
86,109
101,108
117,111
133,118
169,117
183,108
197,101
212,100
224,107
153,137
155,154
156,172
158,189
141,199
149,201
158,204
166,200
172,196
94,139
104,132
117,132
127,142
116,145
103,145
175,139
183,128
196,126
206,132
198,138
186,140
121,229
136,227
149,224
158,225
167,222
178,223
192,223
181,238
170,244
160,246
151,246
137,241
128,231
150,232
159,232
167,231
185,226
168,230
159,232
150,232
