50,132
49,157
51,183
56,207
67,229
83,249
101,266
121,283
144,288
167,283
187,266
206,248
222,228
233,204
237,178
240,153
241,128
68,115
83,109
99,110
114,112
130,117
168,117
184,111
200,107
217,108
229,117
151,136
151,156
151,176
152,196
127,198
138,203
150,208
161,203
172,199
85,132
97,126
110,127
120,137
108,138
95,137
174,137
185,127
199,125
209,133
200,137
187,138
100,214
118,214
135,215
147,218
160,216
176,216
192,215
176,237
160,247
146,249
132,247
115,236
106,217
134,221
147,223
160,222
186,218
159,235
146,237
133,235
