51,148
53,171
57,194
63,217
72,238
85,256
102,272
121,285
146,287
171,280
195,266
217,248
233,226
241,201
243,174
242,148
241,121
58,116
68,111
80,111
92,111
105,115
144,113
158,105
174,100
191,99
208,103
125,134
125,154
125,174
125,194
116,203
122,206
130,209
139,204
148,199
74,142
83,133
96,133
106,141
95,144
83,145
157,136
166,126
180,124
191,130
182,135
169,137
102,229
114,226
126,223
136,225
146,222
161,221
178,219
163,235
149,244
138,246
128,246
115,242
108,231
127,232
137,233
147,230
172,223
147,230
137,232
127,232
