63,146
65,170
68,194
72,219
83,240
100,259
119,275
139,289
160,293
180,287
197,272
212,255
224,237
231,216
235,195
238,174
238,153
92,127
105,118
121,116
136,119
151,126
182,128
195,122
209,119
222,122
230,132
167,147
167,164
168,182
169,199
149,206
158,209
167,212
174,209
182,206
111,146
121,140
132,142
140,150
130,150
119,149
185,152
194,144
205,143
214,149
205,151
195,152
118,223
134,221
151,221
163,224
174,221
187,221
199,223
188,243
174,253
163,255
150,254
132,244
122,225
151,229
163,230
174,229
194,225
174,241
163,243
151,241
