58,130
60,158
64,184
71,211
82,234
99,255
118,274
141,289
166,293
191,288
212,271
231,252
245,231
254,207
260,182
264,156
266,130
73,108
87,97
106,97
125,102
142,109
178,108
197,99
216,95
236,97
250,108
161,133
161,154
161,175
162,196
142,206
152,209
162,212
173,209
183,205
92,133
105,127
119,128
132,140
118,140
103,139
190,140
202,128
217,127
230,133
219,139
204,140
124,236
139,232
154,228
164,231
173,227
187,230
201,234
188,248
175,256
164,258
153,258
138,251
130,238
153,241
164,242
174,240
194,235
174,241
164,243
153,242
