67,125
71,151
78,176
86,199
96,220
111,239
129,253
149,264
169,266
189,260
204,246
218,230
230,212
237,193
241,171
244,149
246,125
87,117
102,107
120,103
138,104
155,110
185,105
199,98
215,94
231,96
241,108
172,130
173,146
175,163
177,179
155,192
164,193
174,195
183,192
190,189
109,136
120,130
133,129
144,138
132,140
119,141
192,134
202,124
214,123
225,128
216,134
203,136
131,212
149,213
165,211
173,212
181,209
192,210
204,208
192,222
182,229
174,231
165,231
150,225
136,213
165,218
173,219
181,217
199,211
181,217
173,219
165,219
