88,146
88,165
90,184
94,203
102,220
112,235
124,248
137,259
151,262
165,259
180,249
193,236
204,221
213,204
218,186
222,167
223,147
93,131
103,125
116,123
129,124
141,128
168,128
180,122
194,121
207,123
217,131
154,145
153,160
153,175
152,190
139,197
145,199
152,201
159,200
166,198
105,144
113,139
124,139
133,148
123,149
112,149
174,148
184,139
195,138
204,144
196,148
184,149
124,215
135,215
145,214
151,215
157,214
166,215
177,216
167,227
157,231
150,232
144,230
134,225
129,216
145,219
151,220
157,219
173,217
157,221
151,222
144,221
