44,119
47,147
52,175
58,203
69,228
86,250
106,270
130,286
155,291
180,285
203,266
223,246
240,224
250,198
254,171
257,142
259,114
61,103
75,91
94,88
112,90
130,97
170,96
188,88
206,85
225,87
240,99
150,125
151,146
152,167
153,188
130,196
141,198
153,202
164,197
175,194
84,128
96,121
111,122
123,133
109,134
95,133
179,131
191,120
205,118
218,123
207,130
193,132
103,213
121,210
139,209
153,212
167,208
184,208
200,211
186,234
168,247
154,250
139,248
121,236
110,215
139,219
153,221
167,218
194,213
168,232
153,235
139,233
