69,150
72,174
76,197
80,220
89,240
102,258
119,273
138,286
159,289
179,284
198,270
215,254
229,236
237,215
241,192
245,170
247,146
86,133
97,123
113,120
130,121
145,125
172,123
187,117
203,116
219,119
231,129
159,145
159,162
159,179
160,196
142,204
151,206
160,209
169,206
177,202
103,148
114,142
125,143
134,151
124,152
113,151
183,150
192,141
203,139
213,144
204,149
193,150
119,224
134,222
149,220
159,222
170,220
184,219
198,220
185,238
171,246
160,248
149,247
133,241
124,226
149,229
159,230
170,228
193,222
171,236
160,237
149,237
