73,136
75,157
80,178
86,198
94,217
107,235
121,251
137,263
155,267
172,263
189,250
203,234
214,216
222,196
227,176
231,155
233,134
83,117
94,109
108,108
122,111
136,116
167,116
180,110
193,107
208,107
219,114
152,136
153,151
153,166
154,180
139,192
146,193
153,194
160,193
167,191
98,139
107,134
118,135
127,142
117,144
106,144
177,142
185,134
196,133
205,138
197,143
187,144
124,220
136,215
147,211
154,214
161,211
172,215
183,219
173,229
162,235
154,236
146,235
136,229
130,221
146,220
154,220
162,220
178,221
162,221
154,222
146,221
