72,134
73,155
76,176
80,196
86,216
97,233
112,248
128,260
147,265
166,261
183,249
198,235
210,219
217,200
222,180
226,159
228,137
85,126
96,118
111,117
125,120
139,125
160,124
175,120
190,118
204,120
215,128
149,141
149,156
149,171
148,187
131,193
139,196
147,199
156,197
164,195
100,141
110,137
120,138
128,146
119,148
108,147
170,148
179,139
189,139
198,144
190,149
180,150
117,212
130,212
140,212
147,214
155,213
165,214
178,214
165,224
154,228
146,229
139,228
129,222
121,213
140,217
147,219
155,218
173,215
154,218
146,219
140,218
