50,144
55,171
61,197
66,223
77,245
94,264
117,277
141,289
168,290
193,283
211,267
226,248
236,226
239,201
240,177
241,153
241,128
78,129
88,114
106,106
125,104
143,109
166,108
182,102
199,101
215,106
224,120
157,122
159,137
161,151
163,167
141,179
152,182
163,184
174,180
183,175
101,134
109,126
120,125
130,130
121,132
110,134
178,127
187,120
197,120
206,126
198,127
188,127
119,216
134,205
149,200
162,202
175,198
189,200
201,209
191,220
178,228
165,230
152,230
135,225
124,215
150,207
163,207
175,205
196,209
177,217
164,220
151,219
