67,141
69,163
71,186
75,208
81,230
93,249
110,265
130,278
151,282
173,279
190,266
207,250
218,231
224,210
228,188
232,168
233,147
88,124
102,118
118,121
132,126
147,132
172,134
187,130
201,127
215,127
227,133
159,147
158,160
158,175
158,189
143,200
150,203
157,206
163,204
168,202
106,145
115,140
125,141
134,148
124,149
114,149
180,151
188,144
199,145
207,150
199,154
189,153
126,231
138,225
148,221
154,224
161,222
170,227
179,233
170,240
161,243
154,243
147,242
137,239
131,232
148,231
154,231
161,231
174,233
161,232
154,232
147,232
