66,124
63,151
62,180
63,208
72,234
90,255
112,273
135,287
160,290
182,285
199,269
214,251
226,232
233,210
238,188
240,165
240,143
98,112
111,102
129,98
145,101
162,108
190,110
204,107
218,107
231,112
236,124
175,129
176,148
176,167
176,186
151,192
161,197
171,202
180,199
188,195
117,126
127,121
139,122
147,132
136,133
125,132
191,135
200,128
212,128
219,135
212,139
201,138
123,219
140,218
156,217
167,219
177,217
187,219
195,223
186,236
177,243
165,244
154,243
138,236
129,222
156,225
167,226
177,225
189,225
177,228
166,230
155,228
