51,148
54,169
59,189
65,210
72,232
82,251
97,269
115,283
137,288
162,283
185,271
204,255
219,235
229,210
232,184
232,156
232,129
52,131
58,119
71,114
85,116
99,120
134,116
150,108
168,105
185,108
199,117
117,132
117,149
118,165
118,183
107,191
114,194
123,197
134,192
143,188
69,140
78,131
90,130
100,138
89,141
78,142
149,133
158,123
170,122
181,128
171,132
160,133
96,222
105,214
118,210
128,211
140,208
157,209
175,214
161,231
144,240
131,242
120,242
107,237
101,222
118,216
129,216
141,214
170,215
142,231
130,233
119,232
