74,140
74,160
76,180
81,199
89,217
102,233
118,245
137,253
156,255
174,251
189,240
200,225
208,208
214,189
216,172
217,154
217,135
94,125
105,118
119,115
133,118
145,123
167,121
179,117
190,114
202,116
209,123
158,133
159,146
159,158
160,171
144,181
151,184
159,187
166,184
172,181
109,134
118,129
128,129
136,135
127,137
118,137
173,135
181,128
190,128
196,133
190,136
182,136
130,211
141,205
151,202
158,205
165,202
172,205
180,210
172,214
165,216
158,217
150,217
141,215
134,210
151,208
158,209
165,208
176,209
165,208
158,209
151,209
