61,121
63,146
68,170
70,194
77,216
89,235
103,251
117,266
136,272
157,271
176,257
195,242
210,222
218,199
222,176
227,152
230,127
67,124
75,111
91,108
108,110
125,117
153,117
171,112
190,111
207,115
217,128
139,133
137,150
136,167
134,185
119,189
126,193
135,198
144,195
153,192
87,130
95,126
107,126
117,135
106,137
95,136
164,138
174,129
186,130
195,135
186,140
174,140
107,211
118,212
128,213
136,216
144,215
156,215
169,216
156,228
144,229
135,229
126,227
116,222
111,212
127,217
135,219
144,219
164,217
144,221
135,221
127,219
