62,123
61,150
62,175
65,200
71,224
80,246
94,265
112,279
135,285
159,282
181,271
198,254
212,233
221,210
227,184
232,157
234,129
72,96
79,81
93,72
109,69
125,74
162,74
178,69
196,71
212,80
220,96
142,101
141,119
140,135
139,153
122,168
130,172
139,175
149,172
158,169
90,110
98,101
110,100
121,108
110,111
99,112
166,108
177,101
190,102
199,110
189,113
177,111
105,208
115,201
128,198
138,200
148,198
161,202
173,210
160,224
148,231
137,232
126,230
114,223
111,209
128,207
138,208
148,208
166,211
147,216
137,217
127,215
