50,142
53,167
57,191
62,215
71,237
86,256
104,272
124,286
147,288
171,283
191,268
210,251
225,230
234,206
238,180
238,155
238,129
61,137
69,126
83,121
98,122
112,126
146,121
161,115
178,112
194,114
208,123
130,137
131,153
131,169
132,186
117,195
125,198
135,200
144,196
153,192
81,142
90,137
101,136
111,141
101,143
90,144
156,137
166,130
177,129
188,133
178,136
168,137
99,219
113,218
126,217
137,219
149,215
166,214
183,213
168,230
152,238
140,240
128,239
114,233
105,221
127,221
138,222
150,220
177,215
150,228
138,230
127,230
