56,148
57,171
59,194
64,216
72,236
83,252
97,265
114,274
135,278
158,276
178,269
197,259
211,246
221,228
227,208
233,187
238,166
73,113
85,102
101,100
117,103
133,110
168,112
184,108
201,108
216,112
226,125
148,131
147,142
146,153
144,164
125,181
134,183
144,185
154,185
164,184
90,136
100,132
112,132
122,137
111,139
99,139
175,142
186,138
198,140
206,146
196,148
185,146
111,219
123,207
134,200
142,203
150,202
160,211
170,224
158,229
147,231
139,231
131,229
121,227
117,218
134,214
141,215
149,216
164,222
148,215
140,215
133,214
