55,137
52,160
54,185
58,210
64,233
76,254
91,271
108,285
131,290
156,286
181,275
206,262
226,244
241,223
250,200
254,174
255,149
61,108
71,97
87,93
104,97
118,106
145,108
164,101
184,100
204,103
220,115
131,126
129,143
127,160
125,178
110,195
118,198
127,201
137,198
148,196
75,130
86,122
99,123
111,133
98,134
85,134
162,135
175,125
189,126
202,134
189,138
175,137
96,231
105,220
117,215
125,218
134,215
149,222
164,232
149,242
135,247
124,248
115,247
104,241
101,231
116,229
125,229
135,229
158,232
135,230
124,231
116,230
