67,135
68,156
71,177
75,196
83,216
95,233
111,247
130,258
151,261
171,258
189,247
204,233
217,216
224,197
228,176
230,155
231,134
83,117
94,110
109,111
122,114
135,120
162,119
175,113
188,109
202,109
214,116
149,136
150,149
151,161
151,174
135,186
143,189
151,190
159,189
167,186
100,137
109,132
120,133
128,140
118,143
108,142
170,140
179,133
189,132
198,136
190,141
180,142
123,215
133,209
142,206
150,208
158,206
167,209
176,215
167,223
159,228
150,229
142,228
132,224
127,216
142,215
150,215
158,214
172,215
158,215
150,216
142,216
