69,133
70,154
72,174
76,194
84,211
96,226
112,238
130,247
148,250
168,249
185,239
202,228
215,214
223,197
227,178
228,159
229,139
85,115
95,105
109,101
123,101
138,105
164,106
178,102
192,102
205,107
213,118
149,127
149,140
150,154
150,168
134,178
141,181
148,183
156,182
163,180
103,130
110,126
120,126
128,132
119,134
110,134
171,133
179,128
189,128
196,133
189,136
180,136
123,205
133,201
142,199
149,201
155,200
164,203
173,206
164,212
155,214
149,214
142,213
132,210
127,205
142,206
148,207
155,207
170,207
155,206
149,206
142,205
