65,127
67,149
70,171
74,193
80,215
91,234
106,249
124,261
146,265
167,262
186,252
203,238
216,221
224,200
229,178
233,155
236,133
81,114
92,105
107,104
121,107
135,113
169,113
182,108
197,107
211,108
221,118
150,131
149,146
149,161
149,176
131,187
139,189
148,191
157,190
166,188
98,131
107,128
117,128
124,134
115,135
106,134
177,135
185,130
195,130
203,134
195,137
186,137
116,215
130,213
141,209
148,211
155,209
165,212
177,216
165,223
155,226
147,227
140,227
129,224
120,217
141,216
148,217
155,216
172,217
155,216
148,217
141,217
