69,134
71,156
74,178
78,199
85,219
98,237
114,252
132,262
153,265
175,262
194,251
211,237
223,221
230,201
234,180
236,158
237,137
88,120
99,113
114,112
128,115
142,120
163,119
177,115
191,112
205,114
217,122
153,138
153,153
153,168
153,183
138,193
145,195
153,197
160,195
167,193
105,138
114,134
124,135
132,142
123,143
113,142
173,143
181,136
191,136
200,140
192,144
182,144
125,218
134,213
144,209
153,212
160,209
170,213
180,218
170,227
161,230
152,231
144,230
134,226
130,219
144,219
152,219
160,219
175,219
160,218
152,219
144,218
