75,145
77,167
80,188
85,210
91,230
101,249
115,265
133,277
155,280
176,276
195,265
211,249
222,230
227,209
231,187
235,166
236,144
89,128
99,119
115,118
129,122
143,128
167,128
180,121
194,115
209,116
220,125
154,145
154,159
154,173
154,187
139,200
146,202
154,203
161,201
169,199
105,146
114,141
125,142
133,150
123,152
113,152
175,149
184,141
194,139
203,145
196,150
185,151
128,230
137,224
146,221
154,224
161,221
171,225
182,229
172,237
162,241
154,241
146,241
137,237
133,230
146,229
154,230
161,229
178,230
161,229
154,230
146,229
