73,130
75,148
80,166
84,184
90,202
100,216
115,228
133,236
153,238
173,235
191,226
206,214
217,199
222,181
226,162
229,142
230,122
81,109
90,98
104,94
119,96
132,101
160,99
174,94
188,92
203,95
214,104
147,117
147,130
148,142
148,155
135,167
142,168
149,169
156,168
163,166
97,124
106,119
116,119
125,124
116,127
106,127
172,123
181,117
190,117
199,121
191,124
181,125
123,194
133,186
143,182
150,184
158,181
169,185
179,191
169,199
160,203
151,204
143,204
133,201
128,193
143,191
151,191
159,190
174,191
159,190
151,192
143,191
