72,123
73,143
76,164
79,184
85,203
96,220
112,234
129,244
149,247
169,244
186,234
202,222
215,206
221,187
225,167
229,146
230,125
87,112
98,103
112,102
127,104
141,109
157,108
171,103
187,101
202,104
212,114
150,125
150,140
150,155
150,170
131,177
140,179
149,182
158,180
166,178
103,127
112,124
121,124
129,129
121,129
112,129
171,129
180,124
188,124
197,128
189,130
180,130
121,200
130,195
140,192
147,195
156,193
165,197
174,203
164,208
156,211
147,212
138,211
130,206
126,200
139,200
147,201
156,201
170,202
156,201
147,201
139,200
