51,142
54,166
58,189
62,213
69,236
82,255
101,269
125,280
153,281
180,276
205,263
225,247
238,226
244,201
246,176
247,152
246,127
63,113
71,97
89,89
109,89
128,95
153,92
171,83
192,81
212,86
225,101
141,118
142,134
142,150
143,167
124,185
134,187
145,188
156,185
166,182
84,130
94,123
105,122
116,128
106,131
94,131
170,124
181,116
192,115
203,119
193,123
182,124
114,221
127,215
139,209
148,211
156,208
169,211
184,217
171,225
158,230
149,232
140,231
128,228
119,221
139,218
148,219
156,217
179,218
157,218
149,219
140,219
